sample_id,band_number,date,species,age,sex,ssha_weight,prey,prey_name,migratory,lure,trap,crop,prey_mass,prey_size,year
2016-167,1713-55573,30-Sep-16,SSHA,HY,M,104.4,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-177,1833-01260,30-Sep-16,SSHA,HY,F,183.4,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-157,1533-11615,30-Sep-16,SSHA,HY,F,145.3,WREN,Wrentit,resident,st,dg,e,15,small,2016
2016-178,1352-10202,1-Oct-16,SSHA,HY,M,97.4,CALT,California Towhee,resident,hs,bn,e,57,medium,2016
2016-151,1783-79697,1-Oct-16,SSHA,HY,F,157.5,HOFI,House Finch,resident,st,dg,e,22,small,2016
2016-151,1783-79697,1-Oct-16,SSHA,HY,F,157.5,SOSP,Song Sparrow,partial_migrant,st,dg,e,24,small,2016
2016-151,1783-79697,1-Oct-16,SSHA,HY,F,157.5,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-151,1783-79697,1-Oct-16,SSHA,HY,F,157.5,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-216,1533-11617,2-Oct-16,SSHA,HY,F,162.9,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-189,1833-28018,2-Oct-16,SSHA,HY,F,177.8,BHCO,Brown-headed Cowbird,partial_migrant,st,bn,e,40,medium,2016
2016-156,1713-55571,2-Oct-16,SSHA,HY,M,103.5,FOSP,Fox Sparrow,migrant,hs,dg,e,32,medium,2016
2016-213,1683-01639,2-Oct-16,SSHA,HY,M,100.2,GCKI,Golden-crowned Kinglet,partial_migrant,hs,bn,e,6,small,2016
2016-213,1683-01639,2-Oct-16,SSHA,HY,M,100.2,HETH,Hermit Thrush,migrant,hs,bn,e,30,medium,2016
2016-156,1713-55571,2-Oct-16,SSHA,HY,M,103.5,PYNU,Pygmy Nuthatch,resident,hs,dg,e,10,small,2016
2016-189,1833-28018,2-Oct-16,SSHA,HY,F,177.8,RWBL,Red-winged Blackbird,resident,st,bn,e,54,medium,2016
2016-215,1783-49712,2-Oct-16,SSHA,HY,F,163.5,SPTO,Spotted Towhee,resident,hs,bn,e,41,medium,2016
2016-173,1713-55572,2-Oct-16,SSHA,HY,M,105.4,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-173,1713-55572,2-Oct-16,SSHA,HY,M,105.4,WREN,Wrentit,resident,st,dg,e,15,small,2016
2016-223,1683-01640,4-Oct-16,SSHA,HY,M,97.3,BEWR,Bewick's Wren,resident,st,dg,e,10,small,2016
2016-139,1212-17384,4-Oct-16,SSHA,HY,M,98.1,BRCR,Brown Creeper,resident,st,dg,e,7,small,2016
2016-160,1783-79699,4-Oct-16,SSHA,HY,F,145.3,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-166,1212-17382,4-Oct-16,SSHA,HY,M,102.6,CBCH,Chestnut-backed Chickadee,resident,st,dg,f,9,small,2016
2016-222,1783-79700,4-Oct-16,SSHA,HY,F,188.8,CEWA,Cedar Waxwing,migrant,hs,dg,f,32,medium,2016
2016-220,1833-27901,4-Oct-16,SSHA,HY,F,141,DEJU,Dark-eyed Junco,partial_migrant,st,bn,e,20,small,2016
2016-222,1783-79700,4-Oct-16,SSHA,HY,F,188.8,DEJU,Dark-eyed Junco,partial_migrant,hs,dg,f,20,small,2016
2016-166,1212-17382,4-Oct-16,SSHA,HY,M,102.6,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-220,1833-27901,4-Oct-16,SSHA,HY,F,141,HOFI,House Finch,resident,st,bn,e,22,small,2016
2016-223,1683-01640,4-Oct-16,SSHA,HY,M,97.3,WAVI,Warbling Vireo,migrant,st,dg,e,13,small,2016
2016-220,1833-27901,4-Oct-16,SSHA,HY,F,141,WEBL,Western Bluebird,partial_migrant,st,bn,e,26,small,2016
2016-166,1212-17382,4-Oct-16,SSHA,HY,M,102.6,WREN,Wrentit,resident,st,dg,f,15,small,2016
2016-132,1833-27902,5-Oct-16,SSHA,HY,F,174.3,DEJU,Dark-eyed Junco,partial_migrant,st,dg,f,20,small,2016
2016-208,1342-17789,5-Oct-16,SSHA,HY,M,96.8,SOSP,Song Sparrow,partial_migrant,hs,bn,e,24,small,2016
2016-144,1212-17388,5-Oct-16,SSHA,HY,M,87.6,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-214,1212-17389,5-Oct-16,SSHA,HY,M,107.3,SPTO,Spotted Towhee,resident,st,dg,f,41,medium,2016
2016-132,1833-27902,5-Oct-16,SSHA,HY,F,174.3,WBNU,White-breasted Nuthatch,resident,st,dg,f,24,small,2016
2016-132,1833-27902,5-Oct-16,SSHA,HY,F,174.3,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-164,1833-27903,6-Oct-16,SSHA,HY,F,173.6,AMRO,American Robin,partial_migrant,pi,dg,e,77,large,2016
2016-168,1713-55569,6-Oct-16,SSHA,HY,M,,BEWR,Bewick's Wren,resident,st,dg,f,10,small,2016
2016-165,1352-10204,6-Oct-16,SSHA,HY,M,101.8,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-209,1683-01643,6-Oct-16,SSHA,HY,F,,CALT,California Towhee,resident,st,dg,f,57,medium,2016
2016-145,1372-56601,6-Oct-16,SSHA,HY,M,,CBCH,Chestnut-backed Chickadee,resident,st,dg,f,9,small,2016
2016-165,1352-10204,6-Oct-16,SSHA,HY,M,101.8,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-194,1683-01641,6-Oct-16,SSHA,HY,F,174.9,CEWA,Cedar Waxwing,migrant,st,dg,e,32,medium,2016
2016-182,1342-17791,6-Oct-16,SSHA,HY,M,91.7,DEJU,Dark-eyed Junco,partial_migrant,hs,dg,e,20,small,2016
2016-145,1372-56601,6-Oct-16,SSHA,HY,M,,FOSP,Fox Sparrow,migrant,st,dg,f,32,medium,2016
2016-165,1352-10204,6-Oct-16,SSHA,HY,M,101.8,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-194,1683-01641,6-Oct-16,SSHA,HY,F,174.9,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-145,1372-56601,6-Oct-16,SSHA,HY,M,,GCKI,Golden-crowned Kinglet,partial_migrant,st,dg,f,6,small,2016
2016-182,1342-17791,6-Oct-16,SSHA,HY,M,91.7,GCKI,Golden-crowned Kinglet,partial_migrant,hs,dg,e,6,small,2016
2016-164,1833-27903,6-Oct-16,SSHA,HY,F,173.6,HETH,Hermit Thrush,migrant,pi,dg,e,30,medium,2016
2016-194,1683-01641,6-Oct-16,SSHA,HY,F,174.9,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-204,1352-10203,6-Oct-16,SSHA,HY,M,105.1,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-182,1342-17791,6-Oct-16,SSHA,HY,M,91.7,RBNU,Red-breasted Nuthatch,irruptive,hs,dg,e,11,small,2016
2016-182,1342-17791,6-Oct-16,SSHA,HY,M,91.7,SOSP,Song Sparrow,partial_migrant,hs,dg,e,24,small,2016
2016-164,1833-27903,6-Oct-16,SSHA,HY,F,173.6,SPTO,Spotted Towhee,resident,pi,dg,e,41,medium,2016
2016-199,1342-17790,6-Oct-16,SSHA,HY,M,,SPTO,Spotted Towhee,resident,hs,bn,f,41,medium,2016
2016-209,1683-01643,6-Oct-16,SSHA,HY,F,,STJA,Steller's Jay,resident,st,dg,f,120,large,2016
2016-168,1713-55569,6-Oct-16,SSHA,HY,M,,WBNU,White-breasted Nuthatch,resident,st,dg,f,24,small,2016
2016-145,1372-56601,6-Oct-16,SSHA,HY,M,,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-165,1352-10204,6-Oct-16,SSHA,HY,M,101.8,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-168,1713-55569,6-Oct-16,SSHA,HY,M,,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-199,1342-17790,6-Oct-16,SSHA,HY,M,,WCSP,White-crowned Sparrow,partial_migrant,hs,bn,f,27,small,2016
2016-204,1352-10203,6-Oct-16,SSHA,HY,M,105.1,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-168,1713-55569,6-Oct-16,SSHA,HY,M,,WREN,Wrentit,resident,st,dg,f,15,small,2016
2016-168,1713-55569,6-Oct-16,SSHA,HY,M,,YEWA,Yellow Warbler,migrant,st,dg,f,10,small,2016
2016-182,1342-17791,6-Oct-16,SSHA,HY,M,91.7,YRWA,Yellow-rumped Warbler,migrant,hs,dg,e,12,small,2016
2016-163,1212-17390,7-Oct-16,SSHA,HY,M,95.7,BGGN,Blue-gray Gnatcatcher,partial_migrant,st,dg,e,6,small,2016
2016-142,1212-17392,7-Oct-16,SSHA,HY,M,103.4,FOSP,Fox Sparrow,migrant,hs,dg,f,32,medium,2016
2016-171,1212-17393,7-Oct-16,SSHA,HY,M,103.9,FOSP,Fox Sparrow,migrant,st,dg,f,32,medium,2016
2016-198,1342-17792,7-Oct-16,SSHA,HY,M,97.7,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-221,1833-27904,7-Oct-16,SSHA,HY,F,188.6,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-225,1212-17391,7-Oct-16,SSHA,HY,M,100.1,FOSP,Fox Sparrow,migrant,hs,dg,e,32,medium,2016
2016-162,1212-17394,7-Oct-16,SSHA,HY,M,110.1,HETH,Hermit Thrush,migrant,hs,mn,f,30,medium,2016
2016-171,1212-17393,7-Oct-16,SSHA,HY,M,103.9,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-198,1342-17792,7-Oct-16,SSHA,HY,M,97.7,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-221,1833-27904,7-Oct-16,SSHA,HY,F,188.6,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-162,1212-17394,7-Oct-16,SSHA,HY,M,110.1,OCWA,Orange-crowned Warbler,migrant,hs,mn,f,9,small,2016
2016-142,1212-17392,7-Oct-16,SSHA,HY,M,103.4,PSFL,Pacific-slope Flycatcher,migrant,hs,dg,f,11,small,2016
2016-142,1212-17392,7-Oct-16,SSHA,HY,M,103.4,PYNU,Pygmy Nuthatch,resident,hs,dg,f,10,small,2016
2016-163,1212-17390,7-Oct-16,SSHA,HY,M,95.7,SASP,Savannah Sparrow,partial_migrant,st,dg,e,22,small,2016
2016-171,1212-17393,7-Oct-16,SSHA,HY,M,103.9,SASP,Savannah Sparrow,partial_migrant,st,dg,f,22,small,2016
2016-163,1212-17390,7-Oct-16,SSHA,HY,M,95.7,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-171,1212-17393,7-Oct-16,SSHA,HY,M,103.9,SPTO,Spotted Towhee,resident,st,dg,f,41,medium,2016
2016-221,1833-27904,7-Oct-16,SSHA,HY,F,188.6,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-225,1212-17391,7-Oct-16,SSHA,HY,M,100.1,SWTH,Swainson's Thrush,migrant,hs,dg,e,34,medium,2016
2016-142,1212-17392,7-Oct-16,SSHA,HY,M,103.4,WCSP,White-crowned Sparrow,partial_migrant,hs,dg,f,27,small,2016
2016-162,1212-17394,7-Oct-16,SSHA,HY,M,110.1,WCSP,White-crowned Sparrow,partial_migrant,hs,mn,f,27,small,2016
2016-171,1212-17393,7-Oct-16,SSHA,HY,M,103.9,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-142,1212-17392,7-Oct-16,SSHA,HY,M,103.4,YEWA,Yellow Warbler,migrant,hs,dg,f,10,small,2016
2016-133,1833-01263,8-Oct-16,SSHA,HY,F,182.3,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-153,1352-10205,8-Oct-16,SSHA,HY,M,88.5,BGGN,Blue-gray Gnatcatcher,partial_migrant,st,dg,e,6,small,2016
2016-130,1212-17396,8-Oct-16,SSHA,HY,M,98.5,EUCD,Eurasian Collared-Dove,resident,st,dg,e,160,large,2016
2016-130,1212-17396,8-Oct-16,SSHA,HY,M,98.5,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-153,1352-10205,8-Oct-16,SSHA,HY,M,88.5,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-158,1212-17395,8-Oct-16,SSHA,HY,M,94.8,HETH,Hermit Thrush,migrant,pi,dg,e,30,medium,2016
2016-183,1683-01644,8-Oct-16,SSHA,HY,F,162.9,HETH,Hermit Thrush,migrant,st,bn,e,30,medium,2016
2016-130,1212-17396,8-Oct-16,SSHA,HY,M,98.5,RBNU,Red-breasted Nuthatch,irruptive,st,dg,e,11,small,2016
2016-130,1212-17396,8-Oct-16,SSHA,HY,M,98.5,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-153,1352-10205,8-Oct-16,SSHA,HY,M,88.5,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-183,1683-01644,8-Oct-16,SSHA,HY,F,162.9,YRWA,Yellow-rumped Warbler,migrant,st,bn,e,12,small,2016
2016-186,1823-26061,9-Oct-16,SSHA,HY,F,,AMRO,American Robin,partial_migrant,hs,dg,f,77,large,2016
2016-197,1683-01645,9-Oct-16,SSHA,HY,M,98.2,CALT,California Towhee,resident,hs,dg,e,57,medium,2016
2016-205,1683-01646,9-Oct-16,SSHA,HY,M,104.1,CBCH,Chestnut-backed Chickadee,resident,hs,bn,e,9,small,2016
2016-205,1683-01646,9-Oct-16,SSHA,HY,M,104.1,DEJU,Dark-eyed Junco,partial_migrant,hs,bn,e,20,small,2016
2016-140,1212-17399,9-Oct-16,SSHA,HY,M,107.7,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-186,1823-26061,9-Oct-16,SSHA,HY,F,,FOSP,Fox Sparrow,migrant,hs,dg,f,32,medium,2016
2016-197,1683-01645,9-Oct-16,SSHA,HY,M,98.2,FOSP,Fox Sparrow,migrant,hs,dg,e,32,medium,2016
2016-140,1212-17399,9-Oct-16,SSHA,HY,M,107.7,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-143,1803-10722,9-Oct-16,SSHA,HY,M,93.5,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-186,1823-26061,9-Oct-16,SSHA,HY,F,,HETH,Hermit Thrush,migrant,hs,dg,f,30,medium,2016
2016-205,1683-01646,9-Oct-16,SSHA,HY,M,104.1,HETH,Hermit Thrush,migrant,hs,bn,e,30,medium,2016
2016-205,1683-01646,9-Oct-16,SSHA,HY,M,104.1,HUVI,Hutton's Vireo,resident,hs,bn,e,12,small,2016
2016-239,1833-27909,9-Oct-16,SSHA,HY,F,182.9,SASP,Savannah Sparrow,partial_migrant,st,bn,e,22,small,2016
2016-143,1803-10722,9-Oct-16,SSHA,HY,M,93.5,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-140,1212-17399,9-Oct-16,SSHA,HY,M,107.7,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-239,1833-27909,9-Oct-16,SSHA,HY,F,182.9,WCSP,White-crowned Sparrow,partial_migrant,st,bn,e,27,small,2016
2016-143,1803-10722,9-Oct-16,SSHA,HY,M,93.5,WIWA,Wilson's Warbler,migrant,st,dg,e,8,small,2016
2016-251,1372-56602,10-Oct-16,SSHA,HY,M,85.7,AMGO,American Goldfinch,migrant,st,dg,e,16,small,2016
2016-147,1272-31554,10-Oct-16,SSHA,HY,M,103.3,ANHU,Anna's Hummingbird,resident,hs,bn,e,4,small,2016
2016-203,1833-28023,10-Oct-16,SSHA,HY,F,178.3,BEWR,Bewick's Wren,resident,st,bn,e,10,small,2016
2016-203,1833-28023,10-Oct-16,SSHA,HY,F,178.3,RWBL,Red-winged Blackbird,resident,st,bn,e,54,medium,2016
2016-203,1833-28023,10-Oct-16,SSHA,HY,F,178.3,SPTO,Spotted Towhee,resident,st,bn,e,41,medium,2016
2016-147,1272-31554,10-Oct-16,SSHA,HY,M,103.3,WCSP,White-crowned Sparrow,partial_migrant,hs,bn,e,27,small,2016
2016-251,1372-56602,10-Oct-16,SSHA,HY,M,85.7,YEWA,Yellow Warbler,migrant,st,dg,e,10,small,2016
2016-136,1342-17794,11-Oct-16,SSHA,HY,M,95.3,AMGO,American Goldfinch,migrant,hs,dg,e,16,small,2016
2016-252,1372-56607,11-Oct-16,SSHA,HY,M,99.6,BEWR,Bewick's Wren,resident,st,dg,e,10,small,2016
2016-131,1352-10206,11-Oct-16,SSHA,HY,M,110.6,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-136,1342-17794,11-Oct-16,SSHA,HY,M,95.3,HUVI,Hutton's Vireo,resident,hs,dg,e,12,small,2016
2016-131,1352-10206,11-Oct-16,SSHA,HY,M,110.6,PUFI,Purple Finch,partial_migrant,st,dg,f,25,small,2016
2016-150,1683-01618,11-Oct-16,SSHA,HY,M,98.4,SPTO,Spotted Towhee,resident,hs,dg,e,41,medium,2016
2016-207,1272-31556,11-Oct-16,SSHA,HY,M,116.4,SPTO,Spotted Towhee,resident,st,dg,e,41,medium,2016
2016-136,1342-17794,11-Oct-16,SSHA,HY,M,95.3,SWTH,Swainson's Thrush,migrant,hs,dg,e,34,medium,2016
2016-207,1272-31556,11-Oct-16,SSHA,HY,M,116.4,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-252,1372-56607,11-Oct-16,SSHA,HY,M,99.6,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-136,1342-17794,11-Oct-16,SSHA,HY,M,95.3,WETA,Western Tanager,migrant,hs,dg,e,30,medium,2016
2016-252,1372-56607,11-Oct-16,SSHA,HY,M,99.6,WREN,Wrentit,resident,st,dg,e,15,small,2016
2016-248,1372-56608,12-Oct-16,SSHA,HY,M,101.7,BGGN,Blue-gray Gnatcatcher,partial_migrant,st,mn,e,6,small,2016
2016-237,1833-27915,12-Oct-16,SSHA,HY,F,160.9,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2016-248,1372-56608,12-Oct-16,SSHA,HY,M,101.7,DEJU,Dark-eyed Junco,partial_migrant,st,mn,e,20,small,2016
2016-248,1372-56608,12-Oct-16,SSHA,HY,M,101.7,GCKI,Golden-crowned Kinglet,partial_migrant,st,mn,e,6,small,2016
2016-212,1352-10207,12-Oct-16,SSHA,HY,M,101.8,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-237,1833-27915,12-Oct-16,SSHA,HY,F,160.9,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-248,1372-56608,12-Oct-16,SSHA,HY,M,101.7,HETH,Hermit Thrush,migrant,st,mn,e,30,medium,2016
2016-237,1833-27915,12-Oct-16,SSHA,HY,F,160.9,STJA,Steller's Jay,resident,st,dg,e,120,large,2016
2016-172,1833-01264,12-Oct-16,SSHA,HY,F,158.5,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-212,1352-10207,12-Oct-16,SSHA,HY,M,101.8,SWTH,Swainson's Thrush,migrant,st,dg,e,34,medium,2016
2016-237,1833-27915,12-Oct-16,SSHA,HY,F,160.9,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-137,1833-01265,13-Oct-16,SSHA,HY,F,208,AMRO,American Robin,partial_migrant,st,bn,f,77,large,2016
2016-232,1372-56614,13-Oct-16,SSHA,HY,M,104.3,BEWR,Bewick's Wren,resident,st,dg,f,10,small,2016
2016-137,1833-01265,13-Oct-16,SSHA,HY,F,208,CASJ,California Scrub-Jay,resident,st,bn,f,85,large,2016
2016-210,1342-17795,13-Oct-16,SSHA,HY,M,99,CAVI,Cassin's Vireo,migrant,st,bn,e,16,small,2016
2016-210,1342-17795,13-Oct-16,SSHA,HY,M,99,CBCH,Chestnut-backed Chickadee,resident,st,bn,e,9,small,2016
2016-243,1372-56612,13-Oct-16,SSHA,HY,M,97,DEJU,Dark-eyed Junco,partial_migrant,pi,dg,e,20,small,2016
2016-188,1683-01649,13-Oct-16,SSHA,HY,M,,FOSP,Fox Sparrow,migrant,hs,dg,f,32,medium,2016
2016-232,1372-56614,13-Oct-16,SSHA,HY,M,104.3,FOSP,Fox Sparrow,migrant,st,dg,f,32,medium,2016
2016-137,1833-01265,13-Oct-16,SSHA,HY,F,208,HETH,Hermit Thrush,migrant,st,bn,f,30,medium,2016
2016-188,1683-01649,13-Oct-16,SSHA,HY,M,,HETH,Hermit Thrush,migrant,hs,dg,f,30,medium,2016
2016-210,1342-17795,13-Oct-16,SSHA,HY,M,99,HETH,Hermit Thrush,migrant,st,bn,e,30,medium,2016
2016-232,1372-56614,13-Oct-16,SSHA,HY,M,104.3,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-175,1783-49714,13-Oct-16,SSHA,HY,F,157.9,SPTO,Spotted Towhee,resident,st,bn,e,41,medium,2016
2016-188,1683-01649,13-Oct-16,SSHA,HY,M,,SPTO,Spotted Towhee,resident,hs,dg,f,41,medium,2016
2016-188,1683-01649,13-Oct-16,SSHA,HY,M,,WBNU,White-breasted Nuthatch,resident,hs,dg,f,24,small,2016
2016-232,1372-56614,13-Oct-16,SSHA,HY,M,104.3,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-175,1783-49714,13-Oct-16,SSHA,HY,F,157.9,WREN,Wrentit,resident,st,bn,e,15,small,2016
2016-188,1683-01649,13-Oct-16,SSHA,HY,M,,YRWA,Yellow-rumped Warbler,migrant,hs,dg,f,12,small,2016
2016-238,1372-56616,17-Oct-16,SSHA,HY,M,107.8,CALT,California Towhee,resident,st,dg,f,57,medium,2016
2016-035,1803-10724,17-Oct-16,SSHA,SY,F,167.2,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-238,1372-56616,17-Oct-16,SSHA,HY,M,107.8,DEJU,Dark-eyed Junco,partial_migrant,st,dg,f,20,small,2016
2016-253,1372-56615,17-Oct-16,SSHA,HY,M,112,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2016-035,1803-10724,17-Oct-16,SSHA,SY,F,167.2,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2016-035,1803-10724,17-Oct-16,SSHA,SY,F,167.2,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-035,1803-10724,17-Oct-16,SSHA,SY,F,167.2,GCKI,Golden-crowned Kinglet,partial_migrant,st,dg,e,6,small,2016
2016-035,1803-10724,17-Oct-16,SSHA,SY,F,167.2,TOWA,Townsend's Warbler,migrant,st,dg,e,9,small,2016
2016-242,1372-56621,18-Oct-16,SSHA,HY,M,98.4,CBCH,Chestnut-backed Chickadee,resident,st,dg,e,9,small,2016
2016-249,1803-10836,18-Oct-16,SSHA,HY,M,99.4,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-174,1272-31557,18-Oct-16,SSHA,HY,M,100.8,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-231,1833-27918,18-Oct-16,SSHA,HY,F,175.2,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-242,1372-56621,18-Oct-16,SSHA,HY,M,98.4,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-249,1803-10836,18-Oct-16,SSHA,HY,M,99.4,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-231,1833-27918,18-Oct-16,SSHA,HY,F,175.2,STJA,Steller's Jay,resident,st,dg,e,120,large,2016
2016-227,1372-56619,18-Oct-16,SSHA,HY,M,108.2,WCSP,White-crowned Sparrow,partial_migrant,st,dg,f,27,small,2016
2016-242,1372-56621,18-Oct-16,SSHA,HY,M,98.4,WCSP,White-crowned Sparrow,partial_migrant,st,dg,e,27,small,2016
2016-229,1372-56625,19-Oct-16,SSHA,HY,M,95.6,AMRO,American Robin,partial_migrant,st,bn,e,77,large,2016
2016-245,1833-27920,19-Oct-16,SSHA,HY,F,173.7,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-250,1372-56624,19-Oct-16,SSHA,HY,M,99.3,AMRO,American Robin,partial_migrant,st,dg,e,77,large,2016
2016-229,1372-56625,19-Oct-16,SSHA,HY,M,95.6,BEWR,Bewick's Wren,resident,st,bn,e,10,small,2016
2016-250,1372-56624,19-Oct-16,SSHA,HY,M,99.3,BUSH,Bushtit,resident,st,dg,e,5,small,2016
2016-240,1372-56623,19-Oct-16,SSHA,HY,M,105,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-240,1372-56623,19-Oct-16,SSHA,HY,M,105,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2016-229,1372-56625,19-Oct-16,SSHA,HY,M,95.6,EUCD,Eurasian Collared-Dove,resident,st,bn,e,160,large,2016
2016-229,1372-56625,19-Oct-16,SSHA,HY,M,95.6,HETH,Hermit Thrush,migrant,st,bn,e,30,medium,2016
2016-230,1833-27919,19-Oct-16,SSHA,HY,F,181.2,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-241,1823-26063,19-Oct-16,SSHA,HY,F,172,HETH,Hermit Thrush,migrant,st,bn,e,30,medium,2016
2016-250,1372-56624,19-Oct-16,SSHA,HY,M,99.3,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-229,1372-56625,19-Oct-16,SSHA,HY,M,95.6,RCKI,Ruby-crowned Kinglet,migrant,st,bn,e,54,medium,2016
2016-240,1372-56623,19-Oct-16,SSHA,HY,M,105,RCKI,Ruby-crowned Kinglet,migrant,st,dg,e,54,medium,2016
2016-240,1372-56623,19-Oct-16,SSHA,HY,M,105,WREN,Wrentit,resident,st,dg,e,15,small,2016
2016-228,1833-27921,20-Oct-16,SSHA,HY,F,187.7,EUCD,Eurasian Collared-Dove,resident,st,dg,e,160,large,2016
2016-023,1713-55568,20-Oct-16,SSHA,AHY,F,169.7,FOSP,Fox Sparrow,migrant,st,dg,e,32,medium,2016
2016-023,1713-55568,20-Oct-16,SSHA,AHY,F,169.7,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-124,1272-31558,20-Oct-16,SSHA,HY,M,97.6,NOMO,Northern Mockingbird,resident,st,dg,f,51,medium,2016
2016-023,1713-55568,20-Oct-16,SSHA,AHY,F,169.7,VATH,Varied Thrush,partial_migrant,st,dg,e,83,large,2016
2016-124,1272-31558,20-Oct-16,SSHA,HY,M,97.6,YRWA,Yellow-rumped Warbler,migrant,st,dg,f,12,small,2016
2016-152,1352-10213,21-Oct-16,SSHA,HY,M,89.2,CALT,California Towhee,resident,st,dg,e,57,medium,2016
2016-152,1352-10213,21-Oct-16,SSHA,HY,M,89.2,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
2016-117,1833-28026,21-Oct-16,SSHA,HY,F,,MODO,Mourning Dove,partial_migrant,st,dg,f,128,large,2016
2016-117,1833-28026,21-Oct-16,SSHA,HY,F,,SWTH,Swainson's Thrush,migrant,st,dg,f,34,medium,2016
2016-295,1372-56637,23-Oct-16,SSHA,HY,M,,BEWR,Bewick's Wren,resident,st,dg,f,10,small,2016
2016-278,1803-10838,23-Oct-16,SSHA,HY,M,106.8,DEJU,Dark-eyed Junco,partial_migrant,st,dg,e,20,small,2016
2016-267,1272-31560,23-Oct-16,SSHA,HY,M,,HETH,Hermit Thrush,migrant,st,dg,f,30,medium,2016
2016-278,1803-10838,23-Oct-16,SSHA,HY,M,106.8,HETH,Hermit Thrush,migrant,st,dg,e,30,medium,2016
