sample_id,band_number,date,species,age,sex,ssha_weight,prey,prey_name,migratory,lure,trap,crop,prey_mass,prey_size,year
2015-014,1533-17830,5-Sep-15,SSHA,HY,F,172.4,BHGR,Black-headed Grosbeak,migrant,ST,dg,e,42,medium,2015
2015-014,1533-17830,5-Sep-15,SSHA,HY,F,172.4,MGWA,MacGillivray's Warbler,migrant,ST,dg,e,11,small,2015
2015-014,1533-17830,5-Sep-15,SSHA,HY,F,172.4,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-014,1533-17830,5-Sep-15,SSHA,HY,F,172.4,VATH,Varied Thrush,partial_migrant,ST,dg,e,83,large,2015
2015-014,1533-17830,5-Sep-15,SSHA,HY,F,172.4,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-014,1533-17830,5-Sep-15,SSHA,HY,F,172.4,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-021,1563-14492,6-Sep-15,SSHA,HY,F,159.7,HOFI,House Finch,resident,ST,dg,f,22,small,2015
2015-021,1563-14492,6-Sep-15,SSHA,HY,F,159.7,MODO,Mourning Dove,partial_migrant,ST,dg,f,128,large,2015
2015-021,1563-14492,6-Sep-15,SSHA,HY,F,159.7,VATH,Varied Thrush,partial_migrant,ST,dg,f,83,large,2015
2015-086,1693-36895,7-Sep-15,SSHA,HY,F,149.5,BRCR,Brown Creeper,resident,ST,dg,e,7,small,2015
2015-086,1693-36895,7-Sep-15,SSHA,HY,F,149.5,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-086,1693-36895,7-Sep-15,SSHA,HY,F,149.5,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-086,1693-36895,7-Sep-15,SSHA,HY,F,149.5,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-020,1563-14495,10-Sep-15,SSHA,HY,F,160.5,CBCH,Chestnut-backed Chickadee,resident,ST,bn,f,9,small,2015
2015-020,1563-14495,10-Sep-15,SSHA,HY,F,160.5,FOSP,Fox Sparrow,migrant,ST,bn,f,32,medium,2015
2015-020,1563-14495,10-Sep-15,SSHA,HY,F,160.5,HETH,Hermit Thrush,migrant,ST,bn,f,30,medium,2015
2015-017,1563-14496,11-Sep-15,SSHA,HY,F,158.8,BHGR,Black-headed Grosbeak,migrant,ST,dg,e,42,medium,2015
2015-017,1563-14496,11-Sep-15,SSHA,HY,F,158.8,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-017,1563-14496,11-Sep-15,SSHA,HY,F,158.8,CAVI,Cassin's Vireo,migrant,ST,dg,e,16,small,2015
2015-018,1563-14497,11-Sep-15,SSHA,HY,F,183.5,EUCD,Eurasian Collared-Dove,resident,ST,dg,f,160,large,2015
2015-016,1603-41260,11-Sep-15,SSHA,HY,M,95.3,GCKI,Golden-crowned Kinglet,partial_migrant,PI,dg,e,6,small,2015
2015-089,1693-36896,11-Sep-15,SSHA,HY,F,156.6,HETH,Hermit Thrush,migrant,ST,bn,e,30,medium,2015
2015-018,1563-14497,11-Sep-15,SSHA,HY,F,183.5,HOFI,House Finch,resident,ST,dg,f,22,small,2015
2015-089,1693-36896,11-Sep-15,SSHA,HY,F,156.6,HOFI,House Finch,resident,ST,bn,e,22,small,2015
2015-016,1603-41260,11-Sep-15,SSHA,HY,M,95.3,RBNU,Red-breasted Nuthatch,irruptive,PI,dg,e,11,small,2015
2015-016,1603-41260,11-Sep-15,SSHA,HY,M,95.3,SWTH,Swainson's Thrush,migrant,PI,dg,e,34,medium,2015
2015-087,1593-04062,11-Sep-15,SSHA,HY,F,168,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-016,1603-41260,11-Sep-15,SSHA,HY,M,95.3,TOWA,Townsend's Warbler,migrant,PI,dg,e,9,small,2015
2015-089,1693-36896,11-Sep-15,SSHA,HY,F,156.6,WETA,Western Tanager,migrant,ST,bn,e,30,medium,2015
2015-032,1533-17831,13-Sep-15,SSHA,HY,F,152,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-019,1603-41261,13-Sep-15,SSHA,HY,M,102.1,GCKI,Golden-crowned Kinglet,partial_migrant,ST,dg,e,6,small,2015
2015-019,1603-41261,13-Sep-15,SSHA,HY,M,102.1,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-091,1693-36897,13-Sep-15,SSHA,HY,F,155.6,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-091,1693-36897,13-Sep-15,SSHA,HY,F,155.6,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-019,1603-41261,13-Sep-15,SSHA,HY,M,102.1,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-091,1693-36897,13-Sep-15,SSHA,HY,F,155.6,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-041,1783-52756,16-Sep-15,SSHA,HY,F,161.5,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-042,1783-52757,16-Sep-15,SSHA,HY,F,160.1,CASJ,California Scrub-Jay,resident,ST,dg,e,85,large,2015
2015-042,1783-52757,16-Sep-15,SSHA,HY,F,160.1,COYT,Common Yellowthroat,partial_migrant,ST,dg,e,10,small,2015
2015-040,1663-75666,16-Sep-15,SSHA,HY,F,150.5,DEJU,Dark-eyed Junco,partial_migrant,HS,dg,e,20,small,2015
2015-109,1593-04063,16-Sep-15,SSHA,HY,F,162,HETH,Hermit Thrush,migrant,ST,dg,e,30,medium,2015
2015-092,1713-55543,16-Sep-15,SSHA,HY,M,100.6,OCWA,Orange-crowned Warbler,migrant,ST,dg,e,9,small,2015
2015-109,1593-04063,16-Sep-15,SSHA,HY,F,162,PSFL,Pacific-slope Flycatcher,migrant,ST,dg,e,11,small,2015
2015-042,1783-52757,16-Sep-15,SSHA,HY,F,160.1,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-092,1713-55543,16-Sep-15,SSHA,HY,M,100.6,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-109,1593-04063,16-Sep-15,SSHA,HY,F,162,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-038,1783-52755,16-Sep-15,SSHA,HY,F,182.4,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-040,1663-75666,16-Sep-15,SSHA,HY,F,150.5,SPTO,Spotted Towhee,resident,HS,dg,e,41,medium,2015
2015-041,1783-52756,16-Sep-15,SSHA,HY,F,161.5,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-038,1783-52755,16-Sep-15,SSHA,HY,F,182.4,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-040,1663-75666,16-Sep-15,SSHA,HY,F,150.5,SWTH,Swainson's Thrush,migrant,HS,dg,e,34,medium,2015
2015-041,1783-52756,16-Sep-15,SSHA,HY,F,161.5,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-092,1713-55543,16-Sep-15,SSHA,HY,M,100.6,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-109,1593-04063,16-Sep-15,SSHA,HY,F,162,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-041,1783-52756,16-Sep-15,SSHA,HY,F,161.5,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-040,1663-75666,16-Sep-15,SSHA,HY,F,150.5,WREN,Wrentit,resident,HS,dg,e,15,small,2015
2015-041,1783-52756,16-Sep-15,SSHA,HY,F,161.5,WREN,Wrentit,resident,ST,dg,e,15,small,2015
2015-077,1703-95195,17-Sep-15,SSHA,HY,F,168.7,AMGO,American Goldfinch,migrant,ST,bn,e,16,small,2015
2015-094,1593-04065,17-Sep-15,SSHA,HY,F,141.1,BHCO,Brown-headed Cowbird,partial_migrant,HS,bn,e,40,medium,2015
2015-026,1533-17832,17-Sep-15,SSHA,HY,F,156.5,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-044,1783-52759,17-Sep-15,SSHA,HY,F,153.2,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-095,1593-04067,17-Sep-15,SSHA,HY,F,155.5,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-033,1603-41262,17-Sep-15,SSHA,HY,M,92.4,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-030,1563-14500,17-Sep-15,SSHA,HY,F,165.6,DEJU,Dark-eyed Junco,partial_migrant,ST,dg,e,20,small,2015
2015-088,1713-55544,17-Sep-15,SSHA,HY,M,92.3,DEJU,Dark-eyed Junco,partial_migrant,ST,dg,e,20,small,2015
2015-033,1603-41262,17-Sep-15,SSHA,HY,M,92.4,GCKI,Golden-crowned Kinglet,partial_migrant,ST,dg,e,6,small,2015
2015-068,1683-01605,17-Sep-15,SSHA,HY,M,95.8,GCKI,Golden-crowned Kinglet,partial_migrant,ST,bn,e,6,small,2015
2015-026,1533-17832,17-Sep-15,SSHA,HY,F,156.5,GTTO,Green-tailed Towhee,migrant,ST,dg,e,31,medium,2015
2015-029,1783-79501,17-Sep-15,SSHA,HY,F,153.3,HETH,Hermit Thrush,migrant,ST,dg,e,30,medium,2015
2015-044,1783-52759,17-Sep-15,SSHA,HY,F,153.2,HETH,Hermit Thrush,migrant,ST,dg,e,30,medium,2015
2015-026,1533-17832,17-Sep-15,SSHA,HY,F,156.5,HOFI,House Finch,resident,ST,dg,e,22,small,2015
2015-044,1783-52759,17-Sep-15,SSHA,HY,F,153.2,HOFI,House Finch,resident,ST,dg,e,22,small,2015
2015-069,1703-95194,17-Sep-15,SSHA,HY,F,192.1,HOFI,House Finch,resident,PI,bn,f,22,small,2015
2015-095,1593-04067,17-Sep-15,SSHA,HY,F,155.5,HOFI,House Finch,resident,ST,dg,e,22,small,2015
2015-088,1713-55544,17-Sep-15,SSHA,HY,M,92.3,HUVI,Hutton's Vireo,resident,ST,dg,e,12,small,2015
2015-098,1593-04066,17-Sep-15,SSHA,HY,F,179.4,HUVI,Hutton's Vireo,resident,ST,dg,e,12,small,2015
2015-098,1593-04066,17-Sep-15,SSHA,HY,F,179.4,MODO,Mourning Dove,partial_migrant,ST,dg,e,128,large,2015
2015-069,1703-95194,17-Sep-15,SSHA,HY,F,192.1,PISI,Pine Siskin,irruptive,PI,bn,f,15,small,2015
2015-029,1783-79501,17-Sep-15,SSHA,HY,F,153.3,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-030,1563-14500,17-Sep-15,SSHA,HY,F,165.6,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-088,1713-55544,17-Sep-15,SSHA,HY,M,92.3,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-094,1593-04065,17-Sep-15,SSHA,HY,F,141.1,RBNU,Red-breasted Nuthatch,irruptive,HS,bn,e,11,small,2015
2015-093,1593-04064,17-Sep-15,SSHA,HY,F,168.5,SPTO,Spotted Towhee,resident,ST,bn,e,41,medium,2015
2015-088,1713-55544,17-Sep-15,SSHA,HY,M,92.3,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-093,1593-04064,17-Sep-15,SSHA,HY,F,168.5,SWTH,Swainson's Thrush,migrant,ST,bn,e,34,medium,2015
2015-095,1593-04067,17-Sep-15,SSHA,HY,F,155.5,WAVI,Warbling Vireo,migrant,ST,dg,e,13,small,2015
2015-026,1533-17832,17-Sep-15,SSHA,HY,F,156.5,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-030,1563-14500,17-Sep-15,SSHA,HY,F,165.6,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-077,1703-95195,17-Sep-15,SSHA,HY,F,168.7,WETA,Western Tanager,migrant,ST,bn,e,30,medium,2015
2015-094,1593-04065,17-Sep-15,SSHA,HY,F,141.1,WETA,Western Tanager,migrant,HS,bn,e,30,medium,2015
2015-029,1783-79501,17-Sep-15,SSHA,HY,F,153.3,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-033,1603-41262,17-Sep-15,SSHA,HY,M,92.4,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-095,1593-04067,17-Sep-15,SSHA,HY,F,155.5,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-030,1563-14500,17-Sep-15,SSHA,HY,F,165.6,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-044,1783-52759,17-Sep-15,SSHA,HY,F,153.2,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-077,1703-95195,17-Sep-15,SSHA,HY,F,168.7,YEWA,Yellow Warbler,migrant,ST,bn,e,10,small,2015
2015-023,1783-79503,18-Sep-15,SSHA,HY,F,165.3,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-049,1663-75669,18-Sep-15,SSHA,HY,F,161,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-082,1593-26964,18-Sep-15,SSHA,HY,F,195.8,AMRO,American Robin,partial_migrant,ST,bn,f,77,large,2015
2015-085,1593-26956,18-Sep-15,SSHA,HY,F,159,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-097,1593-04070,18-Sep-15,SSHA,HY,F,170.5,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-099,1693-36898,18-Sep-15,SSHA,HY,F,,AMRO,American Robin,partial_migrant,ST,dg,f,77,large,2015
2015-096,1593-04072,18-Sep-15,SSHA,HY,F,160.6,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-099,1693-36898,18-Sep-15,SSHA,HY,F,,CATH,California Thrasher,resident,ST,dg,f,85,large,2015
2015-107,1593-04071,18-Sep-15,SSHA,HY,F,161.9,CATH,California Thrasher,resident,ST,dg,f,85,large,2015
2015-082,1593-26964,18-Sep-15,SSHA,HY,F,195.8,DEJU,Dark-eyed Junco,partial_migrant,ST,bn,f,20,small,2015
2015-008,1603-41263,18-Sep-15,SSHA,HY,M,87.1,GRSP,Grasshopper Sparrow,migrant,ST,dg,e,17,small,2015
2015-036,1783-79507,18-Sep-15,SSHA,HY,F,,HOFI,House Finch,resident,ST,dg,f,22,small,2015
2015-047,1663-75668,18-Sep-15,SSHA,HY,F,150.5,HOFI,House Finch,resident,ST,bn,e,22,small,2015
2015-023,1783-79503,18-Sep-15,SSHA,HY,F,165.3,MOCH,Mountain Chickadee,resident,ST,dg,e,11,small,2015
2015-046,1663-75667,18-Sep-15,SSHA,HY,F,150.1,MODO,Mourning Dove,partial_migrant,ST,dg,e,128,large,2015
2015-085,1593-26956,18-Sep-15,SSHA,HY,F,159,MODO,Mourning Dove,partial_migrant,ST,dg,e,128,large,2015
2015-097,1593-04070,18-Sep-15,SSHA,HY,F,170.5,MODO,Mourning Dove,partial_migrant,ST,dg,e,128,large,2015
2015-007,1783-79502,18-Sep-15,SSHA,HY,F,155.6,PISI,Pine Siskin,irruptive,HS,dg,e,15,small,2015
2015-045,1683-11098,18-Sep-15,SSHA,HY,M,96.8,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-084,1342-17783,18-Sep-15,SSHA,HY,M,88.4,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-096,1593-04072,18-Sep-15,SSHA,HY,F,160.6,RBNU,Red-breasted Nuthatch,irruptive,ST,dg,e,11,small,2015
2015-097,1593-04070,18-Sep-15,SSHA,HY,F,170.5,SASP,Savannah Sparrow,partial_migrant,ST,dg,e,22,small,2015
2015-023,1783-79503,18-Sep-15,SSHA,HY,F,165.3,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-045,1683-11098,18-Sep-15,SSHA,HY,M,96.8,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-096,1593-04072,18-Sep-15,SSHA,HY,F,160.6,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-097,1593-04070,18-Sep-15,SSHA,HY,F,170.5,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-023,1783-79503,18-Sep-15,SSHA,HY,F,165.3,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-097,1593-04070,18-Sep-15,SSHA,HY,F,170.5,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-009,1603-41264,18-Sep-15,SSHA,HY,M,92.1,TOWA,Townsend's Warbler,migrant,ST,dg,e,9,small,2015
2015-084,1342-17783,18-Sep-15,SSHA,HY,M,88.4,WAVI,Warbling Vireo,migrant,ST,dg,e,13,small,2015
2015-023,1783-79503,18-Sep-15,SSHA,HY,F,165.3,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-036,1783-79507,18-Sep-15,SSHA,HY,F,,WETA,Western Tanager,migrant,ST,dg,f,30,medium,2015
2015-097,1593-04070,18-Sep-15,SSHA,HY,F,170.5,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-107,1593-04071,18-Sep-15,SSHA,HY,F,161.9,WETA,Western Tanager,migrant,ST,dg,f,30,medium,2015
2015-009,1603-41264,18-Sep-15,SSHA,HY,M,92.1,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-084,1342-17783,18-Sep-15,SSHA,HY,M,88.4,WIWA,Wilson's Warbler,migrant,ST,dg,e,8,small,2015
2015-099,1693-36898,18-Sep-15,SSHA,HY,F,,WIWA,Wilson's Warbler,migrant,ST,dg,f,8,small,2015
2015-009,1603-41264,18-Sep-15,SSHA,HY,M,92.1,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-047,1663-75668,18-Sep-15,SSHA,HY,F,150.5,YEWA,Yellow Warbler,migrant,ST,bn,e,10,small,2015
2015-049,1663-75669,18-Sep-15,SSHA,HY,F,161,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-083,1593-26958,18-Sep-15,SSHA,HY,F,166.1,YEWA,Yellow Warbler,migrant,HS,dg,e,10,small,2015
2015-096,1593-04072,18-Sep-15,SSHA,HY,F,160.6,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-097,1593-04070,18-Sep-15,SSHA,HY,F,170.5,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-005,1603-41266,19-Sep-15,SSHA,HY,M,,AMGO,American Goldfinch,migrant,ST,dg,f,16,small,2015
2015-024,1783-79515,19-Sep-15,SSHA,HY,F,167.3,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-025,1783-79514,19-Sep-15,SSHA,HY,F,140.7,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-027,1783-79511,19-Sep-15,SSHA,HY,F,,AMGO,American Goldfinch,migrant,HS,bn,f,16,small,2015
2015-080,1593-26965,19-Sep-15,SSHA,HY,F,,AMGO,American Goldfinch,migrant,HS,bn,f,16,small,2015
2015-075,1593-26967,19-Sep-15,SSHA,HY,F,163,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-081,1703-95196,19-Sep-15,SSHA,HY,F,176.4,AMRO,American Robin,partial_migrant,ST,dg,e,77,large,2015
2015-118,1593-04081,19-Sep-15,SSHA,HY,F,150.9,AMRO,American Robin,partial_migrant,ST,bn,e,77,large,2015
2015-056,1663-75671,19-Sep-15,SSHA,HY,F,160,BEWR,Bewick's Wren,resident,ST,mn,e,10,small,2015
2015-024,1783-79515,19-Sep-15,SSHA,HY,F,167.3,BRBL,Brewer's Blackbird,resident,ST,dg,e,59,medium,2015
2015-003,1783-79509,19-Sep-15,SSHA,HY,F,166.4,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-025,1783-79514,19-Sep-15,SSHA,HY,F,140.7,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-050,1663-75670,19-Sep-15,SSHA,HY,F,168.8,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-078,1593-26966,19-Sep-15,SSHA,HY,F,156.5,CALT,California Towhee,resident,ST,dg,e,57,medium,2015
2015-079,1703-95197,19-Sep-15,SSHA,HY,F,169.4,CALT,California Towhee,resident,ST,bn,e,57,medium,2015
2015-090,1593-04079,19-Sep-15,SSHA,HY,F,159.7,CATH,California Thrasher,resident,ST,mn,e,85,large,2015
2015-001,1212-17327,19-Sep-15,SSHA,HY,M,,CBCH,Chestnut-backed Chickadee,resident,ST,mn,f,9,small,2015
2015-027,1783-79511,19-Sep-15,SSHA,HY,F,,CBCH,Chestnut-backed Chickadee,resident,HS,bn,f,9,small,2015
2015-050,1663-75670,19-Sep-15,SSHA,HY,F,168.8,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-081,1703-95196,19-Sep-15,SSHA,HY,F,176.4,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-013,1783-79516,19-Sep-15,SSHA,HY,F,160.8,EUCD,Eurasian Collared-Dove,resident,ST,dg,e,160,large,2015
2015-081,1703-95196,19-Sep-15,SSHA,HY,F,176.4,FOSP,Fox Sparrow,migrant,ST,dg,e,32,medium,2015
2015-001,1212-17327,19-Sep-15,SSHA,HY,M,,GCKI,Golden-crowned Kinglet,partial_migrant,ST,mn,f,6,small,2015
2015-076,1683-01607,19-Sep-15,SSHA,HY,M,99,HETH,Hermit Thrush,migrant,ST,dg,e,30,medium,2015
2015-080,1593-26965,19-Sep-15,SSHA,HY,F,,HETH,Hermit Thrush,migrant,HS,bn,f,30,medium,2015
2015-090,1593-04079,19-Sep-15,SSHA,HY,F,159.7,HETH,Hermit Thrush,migrant,ST,mn,e,30,medium,2015
2015-027,1783-79511,19-Sep-15,SSHA,HY,F,,HOFI,House Finch,resident,HS,bn,f,22,small,2015
2015-028,1783-79510,19-Sep-15,SSHA,HY,F,164.5,HOFI,House Finch,resident,ST,dg,e,22,small,2015
2015-090,1593-04079,19-Sep-15,SSHA,HY,F,159.7,HOFI,House Finch,resident,ST,mn,e,22,small,2015
2015-118,1593-04081,19-Sep-15,SSHA,HY,F,150.9,HOOR,Hooded Oriole,migrant,ST,bn,e,24,small,2015
2015-013,1783-79516,19-Sep-15,SSHA,HY,F,160.8,HUVI,Hutton's Vireo,resident,ST,dg,e,12,small,2015
2015-001,1212-17327,19-Sep-15,SSHA,HY,M,,LISP,Lincoln's Sparrow,migrant,ST,mn,f,18,small,2015
2015-002,1783-79508,19-Sep-15,SSHA,HY,F,176,NOMO,Northern Mockingbird,resident,ST,bn,e,51,medium,2015
2015-003,1783-79509,19-Sep-15,SSHA,HY,F,166.4,NOMO,Northern Mockingbird,resident,ST,dg,e,51,medium,2015
2015-025,1783-79514,19-Sep-15,SSHA,HY,F,140.7,NOMO,Northern Mockingbird,resident,ST,dg,e,51,medium,2015
2015-028,1783-79510,19-Sep-15,SSHA,HY,F,164.5,NOMO,Northern Mockingbird,resident,ST,dg,e,51,medium,2015
2015-081,1703-95196,19-Sep-15,SSHA,HY,F,176.4,NOMO,Northern Mockingbird,resident,ST,dg,e,51,medium,2015
2015-004,1603-41265,19-Sep-15,SSHA,HY,M,96.9,OCWA,Orange-crowned Warbler,migrant,HS,dg,f,9,small,2015
2015-013,1783-79516,19-Sep-15,SSHA,HY,F,160.8,OCWA,Orange-crowned Warbler,migrant,ST,dg,e,9,small,2015
2015-004,1603-41265,19-Sep-15,SSHA,HY,M,96.9,RBNU,Red-breasted Nuthatch,irruptive,HS,dg,f,11,small,2015
2015-013,1783-79516,19-Sep-15,SSHA,HY,F,160.8,SASP,Savannah Sparrow,partial_migrant,ST,dg,e,22,small,2015
2015-025,1783-79514,19-Sep-15,SSHA,HY,F,140.7,SASP,Savannah Sparrow,partial_migrant,ST,dg,e,22,small,2015
2015-003,1783-79509,19-Sep-15,SSHA,HY,F,166.4,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-028,1783-79510,19-Sep-15,SSHA,HY,F,164.5,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-076,1683-01607,19-Sep-15,SSHA,HY,M,99,SPTO,Spotted Towhee,resident,ST,dg,e,41,medium,2015
2015-079,1703-95197,19-Sep-15,SSHA,HY,F,169.4,SPTO,Spotted Towhee,resident,ST,bn,e,41,medium,2015
2015-090,1593-04079,19-Sep-15,SSHA,HY,F,159.7,SPTO,Spotted Towhee,resident,ST,mn,e,41,medium,2015
2015-001,1212-17327,19-Sep-15,SSHA,HY,M,,SWTH,Swainson's Thrush,migrant,ST,mn,f,34,medium,2015
2015-056,1663-75671,19-Sep-15,SSHA,HY,F,160,SWTH,Swainson's Thrush,migrant,ST,mn,e,34,medium,2015
2015-080,1593-26965,19-Sep-15,SSHA,HY,F,,SWTH,Swainson's Thrush,migrant,HS,bn,f,34,medium,2015
2015-081,1703-95196,19-Sep-15,SSHA,HY,F,176.4,SWTH,Swainson's Thrush,migrant,ST,dg,e,34,medium,2015
2015-090,1593-04079,19-Sep-15,SSHA,HY,F,159.7,SWTH,Swainson's Thrush,migrant,ST,mn,e,34,medium,2015
2015-022,1783-79513,19-Sep-15,SSHA,HY,F,,VATH,Varied Thrush,partial_migrant,ST,dg,f,83,large,2015
2015-075,1593-26967,19-Sep-15,SSHA,HY,F,163,WAVI,Warbling Vireo,migrant,ST,dg,e,13,small,2015
2015-025,1783-79514,19-Sep-15,SSHA,HY,F,140.7,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-027,1783-79511,19-Sep-15,SSHA,HY,F,,WETA,Western Tanager,migrant,HS,bn,f,30,medium,2015
2015-028,1783-79510,19-Sep-15,SSHA,HY,F,164.5,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-081,1703-95196,19-Sep-15,SSHA,HY,F,176.4,WETA,Western Tanager,migrant,ST,dg,e,30,medium,2015
2015-003,1783-79509,19-Sep-15,SSHA,HY,F,166.4,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-022,1783-79513,19-Sep-15,SSHA,HY,F,,YEWA,Yellow Warbler,migrant,ST,dg,f,10,small,2015
2015-025,1783-79514,19-Sep-15,SSHA,HY,F,140.7,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-028,1783-79510,19-Sep-15,SSHA,HY,F,164.5,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-075,1593-26967,19-Sep-15,SSHA,HY,F,163,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-080,1593-26965,19-Sep-15,SSHA,HY,F,,YEWA,Yellow Warbler,migrant,HS,bn,f,10,small,2015
2015-081,1703-95196,19-Sep-15,SSHA,HY,F,176.4,YEWA,Yellow Warbler,migrant,ST,dg,e,10,small,2015
2015-118,1593-04081,19-Sep-15,SSHA,HY,F,150.9,YEWA,Yellow Warbler,migrant,ST,bn,e,10,small,2015
2015-010,1783-79517,20-Sep-15,SSHA,HY,F,175.8,AMGO,American Goldfinch,migrant,ST,dg,f,15,small,2015
2015-134,1783-79519,20-Sep-15,SSHA,HY,F,161.4,AMGO,American Goldfinch,migrant,ST,dg,e,16,small,2015
2015-134,1783-79519,20-Sep-15,SSHA,HY,F,161.4,CBCH,Chestnut-backed Chickadee,resident,ST,dg,e,9,small,2015
2015-010,1783-79517,20-Sep-15,SSHA,HY,F,175.8,HOFI,House Finch,resident,ST,dg,f,22,small,2015
2015-010,1783-79517,20-Sep-15,SSHA,HY,F,175.8,MOBL,Mountain Bluebird,migrant,ST,dg,f,30,medium,2015
2015-128,1212-17330,20-Sep-15,SSHA,HY,M,,MODO,Mourning Dove,partial_migrant,ST,dg,f,128,large,2015
